municipality,zip_code,age,gender,state,municipality_type
Unknown,33707,64,F,FL,state
Unknown,87508,62,F,NM,state
Unknown,33433,54,F,FL,state
Unknown,23836,64,F,VA,state
Unknown,34211,55,F,FL,state
Unknown,32507,23,F,FL,state
Unknown,02360,50,F,MA,state
City Of Somerville,34986,63,M,FL,municipal
Unknown,59741,56,F,MT,state
Unknown,32176,54,M,FL,state
Unknown,28606,55,F,NC,state
Town Of Wakefield,28712,63,F,NC,municipal
City Of Springfield,34224,58,F,FL,municipal
Unknown,00605,60,F,PR,state
Unknown,29566,64,M,SC,state
Unknown,34772,56,M,FL,state
Town Of Weymouth,33771,87,F,FL,municipal
Unknown,32224,8,M,FL,state
Unknown,23464,72,F,VA,state
Unknown,34787,64,M,FL,state
Unknown,34613,54,M,FL,state
Unknown,30157,4,M,GA,state
Unknown,28211,54,F,NC,state
Unknown,89141,62,M,NV,state
City Of Springfield,78633,24,M,TX,municipal
Town Of Framingham,34112,52,F,FL,municipal
Unknown,10707,75,F,NY,state
Unknown,01603,61,F,MA,state
Unknown,82443,72,M,WY,state
City Of Springfield,29909,68,F,SC,municipal
Unknown,34134,61,M,FL,state
Unknown,33904,58,F,FL,state
Unknown,33914,59,M,FL,state
Unknown,32763,78,M,FL,state
Unknown,32168,23,M,FL,state
Town Of Weston,33498,64,M,FL,municipal
Unknown,14850,71,M,NY,state
City Of Springfield,29526,54,M,SC,municipal
Unknown,85375,64,F,AZ,state
Town Of Arlington,33545,64,F,FL,municipal
Unknown,34287,61,F,FL,state
Unknown,27596,52,F,NC,state
Town Of Weymouth,77429,59,F,TX,municipal
City Of Lowell,57106,69,M,SD,municipal
Unknown,40517,47,F,KY,state
Unknown,29907,59,F,SC,state
Unknown,12414,21,M,NY,state
Unknown,28208,34,F,NC,state
Unknown,12137,23,F,NY,state
Unknown,12137,23,F,NY,state
Unknown,11101,63,M,NY,state
Town Of Weymouth,34229,56,F,FL,municipal
Unknown,60613,28,F,IL,state
Unknown,48178,52,F,MI,state
Unknown,82414,6,F,WY,state
City Of Haverhill,32976,75,F,FL,municipal
City Of Springfield,28443,24,F,NC,municipal
Unknown,32958,63,F,FL,state
City Of Springfield,32084,63,F,FL,municipal
Unknown,34145,60,F,FL,state
City Of Springfield,32164,49,F,FL,municipal
Unknown,34746,41,M,FL,state
Unknown,01886,61,M,MA,state
Unknown,31324,58,F,GA,state
Unknown,12137,23,M,NY,state
Unknown,32958,63,M,FL,state
City Of Springfield,01119,7,F,MA,municipal
Unknown,34232,62,M,FL,state
Unknown,34114,76,F,FL,state
Unknown,33897,22,M,FL,state
Unknown,34292,64,F,FL,state
Unknown,32162,59,F,FL,state
Unknown,33928,64,F,FL,state
Unknown,02740,56,F,MA,state
Unknown,02740,56,F,MA,state
Town Of Marblehead,33950,73,F,FL,municipal
City Of Salem,28412,24,M,NC,municipal
Unknown,31312,57,M,GA,state
Unknown,37327,56,M,TN,state
Unknown,01073,61,M,MA,state
Unknown,29072,50,M,SC,state
Unknown,80241,52,F,CO,state
Unknown,30097,63,M,GA,state
Unknown,34465,63,M,FL,state
City Of Springfield,33991,57,F,FL,municipal
Unknown,01095,61,F,MA,state
Unknown,33539,64,M,FL,state
Unknown,65201,39,F,MO,state
Unknown,33914,51,M,FL,state
Unknown,34953,53,F,FL,state
City Of Melrose,01923,61,M,MA,municipal
Unknown,34231,60,M,FL,state
Unknown,34231,60,M,FL,state
Unknown,37918,48,M,TN,state
Unknown,01057,57,F,MA,state
Town Of Millis,02038,64,M,MA,municipal
City Of Melrose,29803,63,M,SC,municipal
Unknown,29527,64,M,SC,state
Unknown,01532,58,M,MA,state
Unknown,24104,20,F,VA,state
Unknown,89016,63,M,NV,state
Unknown,18343,62,F,PA,state
Unknown,71303,78,M,LA,state
Unknown,12029,54,M,NY,state
Unknown,34953,69,F,FL,state
Unknown,29572,66,M,SC,state
Unknown,29588,63,M,SC,state
Unknown,21077,52,F,MD,state
Unknown,15632,39,F,PA,state
Unknown,34481,61,F,FL,state
Unknown,34481,61,F,FL,state
Unknown,46556,86,M,IN,state
Town Of Hingham,29909,60,F,SC,municipal
Unknown,30519,64,F,GA,state
Unknown,34208,16,M,FL,state
Unknown,32081,16,F,FL,state
Unknown,34292,60,F,FL,state
Unknown,34292,60,F,FL,state
City Of Springfield,33040,52,F,FL,municipal
Unknown,32095,49,F,FL,state
Unknown,34748,60,F,FL,state
Unknown,02359,58,M,MA,state
Unknown,32164,61,F,FL,state
Unknown,27591,63,M,NC,state
Unknown,40517,15,M,KY,state
Unknown,85737,62,M,AZ,state
Unknown,34491,12,M,FL,state
Unknown,34219,63,F,FL,state
Unknown,37015,56,F,TN,state
Unknown,33917,60,F,FL,state
Unknown,33917,60,F,FL,state
Unknown,01841,57,F,MA,state
Unknown,34288,62,F,FL,state
Unknown,34288,62,F,FL,state
Unknown,85648,71,F,AZ,state
Unknown,33948,57,F,FL,state
Unknown,27282,24,F,NC,state
Unknown,27406,18,F,NC,state
Unknown,32081,63,F,FL,state
Unknown,46226,60,F,IN,state
City Of Springfield,34986,22,F,FL,municipal
Unknown,02445,29,F,MA,state
Unknown,85269,65,F,AZ,state
Unknown,12189,19,M,NY,state
Unknown,34762,64,M,FL,state
Town Of Wakefield,32163,63,F,FL,municipal
Unknown,33540,56,M,FL,state
Unknown,34120,64,M,FL,state
Unknown,19083,13,M,PA,state
Unknown,08831,60,M,NJ,state
Unknown,13849,62,F,NY,state
Unknown,32095,54,F,FL,state
Unknown,07023,17,M,NJ,state
Unknown,27615,64,M,NC,state
Blue Hills Regional Hs,29617,59,M,SC,municipal
Unknown,20850,22,M,MD,state
Unknown,40517,21,F,KY,state
Unknown,34639,24,M,FL,state
Unknown,34212,25,M,FL,state
Unknown,89084,62,M,NV,state
Unknown,34266,63,M,FL,state
Unknown,10035,63,M,NY,state
Unknown,01570,68,M,MA,state
Unknown,29588,64,M,SC,state
Unknown,34758,58,F,FL,state
Unknown,34639,53,F,FL,state
City Of Somerville,04090,63,M,ME,municipal
Unknown,34104,62,F,FL,state
Unknown,01720,21,M,MA,state
Unknown,03865,63,M,NH,state
Unknown,01060,57,F,MA,state
Unknown,85045,19,F,AZ,state
Unknown,30078,63,F,GA,state
Unknown,50265,15,M,IA,state
Unknown,02715,20,F,MA,state
Unknown,02151,61,F,MA,state
Unknown,02151,61,F,MA,state
Unknown,60016,32,M,IL,state
Unknown,59741,55,M,MT,state
City Of Lawrence,08010,54,M,NJ,municipal
Unknown,28468,24,M,NC,state
Unknown,60654,39,F,IL,state
Unknown,24104,18,M,VA,state
City Of Lawrence,34609,61,F,FL,municipal
Unknown,11238,7,M,NY,state
Unknown,28470,57,F,NC,state
Unknown,34614,61,M,FL,state
Town Of Brookline,81601,62,M,CO,municipal
Unknown,33771,62,M,FL,state
Unknown,33771,62,M,FL,state
Unknown,32137,88,F,FL,state
Unknown,27712,73,M,NC,state
Unknown,27592,70,M,NC,state
Unknown,72736,42,M,AR,state
Unknown,31909,80,M,GA,state
City Of Springfield,01040,63,F,MA,municipal
Unknown,33917,54,F,FL,state
Unknown,32940,63,M,FL,state
Unknown,33547,62,F,FL,state
Unknown,85305,63,M,AZ,state
Unknown,33919,63,M,FL,state
Unknown,19083,17,F,PA,state
City Of Springfield,33025,62,M,FL,municipal
Unknown,12029,88,F,NY,state
Unknown,78213,59,M,TX,state
Unknown,32095,22,M,FL,state
Unknown,81212,80,M,CO,state
Unknown,34211,20,F,FL,state
Unknown,19085,82,F,PA,state
Unknown,76549,59,M,TX,state
Unknown,03064,24,F,NH,state
Unknown,34953,20,F,FL,state
Unknown,01960,63,M,MA,state
Unknown,29579,58,F,SC,state
Unknown,86351,25,F,AZ,state
Unknown,33947,59,F,FL,state
Unknown,85340,50,F,AZ,state
Unknown,34105,58,F,FL,state
Unknown,34453,62,F,FL,state
Unknown,12065,51,M,NY,state
Unknown,34484,45,F,FL,state
Unknown,34788,56,F,FL,state
Unknown,32766,22,F,FL,state
Unknown,34209,25,F,FL,state
Unknown,01035,62,F,MA,state
Unknown,28306,55,F,NC,state
Unknown,33071,52,M,FL,state
Unknown,94608,34,F,CA,state
Unknown,01460,64,M,MA,state
Unknown,33760,58,M,FL,state
Unknown,59425,52,F,MT,state
Unknown,29803,60,F,SC,state
Unknown,22630,62,F,VA,state
Town Of Millis,02038,25,F,MA,municipal
Unknown,34211,61,M,FL,state
Unknown,34491,39,F,FL,state
City Of Springfield,30101,54,M,GA,municipal
City Of Lawrence,34744,62,M,FL,municipal
Unknown,29575,73,F,SC,state
Unknown,27925,56,F,NC,state
Town Of Swampscott,01907,61,M,MA,municipal
Unknown,60565,22,M,IL,state
Unknown,07716,63,F,NJ,state
Unknown,57783,61,F,SD,state
Unknown,15636,62,F,PA,state
Unknown,30327,60,F,GA,state
Unknown,23834,64,F,VA,state
Unknown,45440,44,F,OH,state
Unknown,68069,21,F,NE,state
Unknown,34211,64,F,FL,state
Unknown,34211,64,F,FL,state
Unknown,33579,62,F,FL,state
Unknown,33579,62,F,FL,state
Unknown,30107,35,M,GA,state
Unknown,43537,49,F,OH,state
Unknown,11363,63,F,NY,state
Unknown,64155,41,F,MO,state
Unknown,12529,24,F,NY,state
Unknown,29579,15,F,SC,state
Unknown,14226,1,F,NY,state
Unknown,32708,52,F,FL,state
Unknown,96707,37,M,HI,state
Unknown,32826,62,F,FL,state
City Of Springfield,32164,24,F,FL,municipal
Town Of North Andover,34239,84,F,FL,municipal
Unknown,01093,30,M,MA,state
Unknown,29910,63,M,SC,state
Unknown,29566,58,M,SC,state
Unknown,33060,63,M,FL,state
Town Of Arlington,33852,63,F,FL,municipal
Unknown,85138,62,M,AZ,state
Unknown,33713,33,F,FL,state
Unknown,32907,62,M,FL,state
Unknown,33897,55,F,FL,state
Unknown,18901,61,F,PA,state
Unknown,04064,64,M,ME,state
Unknown,50309,20,M,IA,state
Unknown,29210,63,M,SC,state
Town Of Stoneham,02420,85,F,MA,municipal
Unknown,29577,78,F,SC,state
Unknown,01108,37,F,MA,state
Unknown,20008,87,M,DC,state
Unknown,34987,60,M,FL,state
Unknown,02633,60,M,MA,state
Unknown,38555,64,F,TN,state
Unknown,98312,45,F,WA,state
Unknown,33953,61,F,FL,state
Unknown,33570,62,F,FL,state
Unknown,49128,63,M,MI,state
City Of Salem,33897,57,M,FL,municipal
Unknown,02155,60,M,MA,state
Unknown,32003,7,F,FL,state
Unknown,33472,83,F,FL,state
Unknown,34698,23,F,FL,state
Unknown,28428,57,F,NC,state
Unknown,29571,62,F,SC,state
Unknown,33983,57,F,FL,state
Unknown,34715,81,F,FL,state
Unknown,70737,16,F,LA,state
Unknown,02151,63,M,MA,state
Unknown,28468,51,F,NC,state
Unknown,13616,54,F,NY,state
Unknown,89130,25,M,NV,state
Unknown,34104,14,F,FL,state
Unknown,02351,58,F,MA,state
Unknown,27312,76,F,NC,state
Unknown,02762,21,F,MA,state
Unknown,02766,59,M,MA,state
Unknown,01757,60,M,MA,state
Unknown,32836,22,M,FL,state
Unknown,01108,16,F,MA,state
Unknown,29032,62,F,SC,state
Unknown,33437,61,F,FL,state
Unknown,34653,64,F,FL,state
Unknown,34207,69,M,FL,state
Unknown,94519,23,F,CA,state
Unknown,97267,24,F,OR,state
Unknown,28213,53,F,NC,state
Unknown,01073,21,M,MA,state
City Of Melrose,01923,60,F,MA,municipal
Town Of Winthrop,94521,81,M,CA,municipal
Unknown,86403,56,F,AZ,state
Unknown,75048,66,M,TX,state
Unknown,32033,64,F,FL,state
Unknown,12414,21,F,NY,state
Unknown,02472,64,F,MA,state
Unknown,84009,64,F,UT,state
Unknown,33908,52,M,FL,state
Unknown,28311,57,M,NC,state
Unknown,01060,28,M,MA,state
Unknown,34608,59,F,FL,state
Unknown,34224,62,M,FL,state
Unknown,34224,62,M,FL,state
Unknown,94114,64,F,CA,state
City Of Springfield,01077,63,M,MA,municipal
Unknown,34286,58,M,FL,state
Unknown,32119,57,M,FL,state
Unknown,29466,54,F,SC,state
Unknown,37040,64,F,TN,state
Unknown,34711,53,F,FL,state
Unknown,32068,12,F,FL,state
Unknown,03865,53,F,NH,state
Unknown,29466,22,M,SC,state
Unknown,89012,56,M,NV,state
Unknown,02703,39,F,MA,state
Unknown,01960,58,F,MA,state
Unknown,85086,53,M,AZ,state
Unknown,32976,61,M,FL,state
Unknown,19350,45,F,PA,state
Unknown,31605,63,M,GA,state
Town Of Wakefield,34110,25,F,FL,municipal
Unknown,80424,77,M,CO,state
Unknown,33487,21,M,FL,state
Unknown,29579,61,F,SC,state
Unknown,30519,53,F,GA,state
Unknown,36046,60,M,AL,state
Unknown,33955,58,M,FL,state
City Of Medford,33576,64,M,FL,municipal
Unknown,55406,27,F,MN,state
Unknown,12060,56,M,NY,state
Unknown,34957,60,M,FL,state
Unknown,32137,59,M,FL,state
Unknown,28562,13,M,NC,state
Unknown,32836,54,F,FL,state
Unknown,34957,64,M,FL,state
Unknown,32163,41,F,FL,state
Unknown,92704,39,M,CA,state
Unknown,33844,61,M,FL,state
Unknown,28306,57,M,NC,state
Unknown,02351,57,F,MA,state
Unknown,12138,44,F,NY,state
Unknown,33321,64,F,FL,state
Unknown,32958,57,M,FL,state
Unknown,01510,63,F,MA,state
Unknown,33066,64,F,FL,state
Unknown,33771,58,F,FL,state
Unknown,32084,77,F,FL,state
Unknown,34746,29,F,FL,state
Unknown,30107,32,F,GA,state
Unknown,28056,61,F,NC,state
Unknown,13485,24,F,NY,state
Unknown,02130,43,F,MA,state
Unknown,14226,39,F,NY,state
Unknown,01075,37,F,MA,state
Unknown,01027,62,F,MA,state
Unknown,30064,43,F,GA,state
Unknown,02035,22,F,MA,state
Unknown,28289,39,M,NC,state
Unknown,32162,63,M,FL,state
Unknown,89121,53,M,NV,state
Unknown,33755,25,M,FL,state
Unknown,33455,76,F,FL,state
Town Of Weymouth,02359,57,F,MA,municipal
Unknown,12018,55,F,NY,state
Unknown,83401,81,F,ID,state
City Of Springfield,33040,53,M,FL,municipal
Unknown,28314,63,M,NC,state
Unknown,02715,56,F,MA,state
Unknown,33428,78,M,FL,state
Unknown,32081,17,F,FL,state
Unknown,78043,64,M,TX,state
Unknown,12051,42,M,NY,state
Unknown,33771,52,F,FL,state
Unknown,11030,29,F,NY,state
Unknown,02360,57,F,MA,state
Unknown,87112,62,M,NM,state
City Of Springfield,34113,62,F,FL,municipal
Unknown,34759,18,F,FL,state
Unknown,29579,19,F,SC,state
Unknown,32164,65,F,FL,state
Unknown,33460,92,F,FL,state
Unknown,33809,60,M,FL,state
Unknown,29690,58,M,SC,state
Unknown,34222,57,M,FL,state
Unknown,02186,64,M,MA,state
Unknown,02169,59,M,MA,state
Unknown,32940,66,F,FL,state
Unknown,34746,62,M,FL,state
Unknown,30064,55,F,GA,state
Town Of Marblehead,85712,86,F,AZ,municipal
Unknown,33976,57,F,FL,state
Unknown,33308,74,F,FL,state
Town Of Bedford,32952,79,F,FL,municipal
Unknown,32124,21,F,FL,state
Unknown,32163,58,F,FL,state
Town Of Marblehead,01945,60,F,MA,municipal
Unknown,32724,21,M,FL,state
Unknown,75098,52,M,TX,state
Unknown,33991,25,M,FL,state
Unknown,34232,89,F,FL,state
Unknown,80237,44,M,CO,state
Unknown,15317,63,F,PA,state
Unknown,64055,54,F,MO,state
City Of Lowell,01852,64,F,MA,municipal
Unknown,02780,59,F,MA,state
Unknown,85226,62,M,AZ,state
Unknown,01340,22,F,MA,state
Unknown,34211,47,F,FL,state
Unknown,01543,58,F,MA,state
Unknown,33186,45,F,FL,state
Unknown,12090,50,F,NY,state
Unknown,12029,90,M,NY,state
Unknown,02532,58,F,MA,state
Unknown,14098,47,F,NY,state
Unknown,34450,80,F,FL,state
Unknown,34983,59,F,FL,state
City Of Springfield,33009,60,F,FL,municipal
Unknown,11937,31,F,NY,state
Unknown,01035,31,M,MA,state
Unknown,29072,14,F,SC,state
Unknown,33463,44,F,FL,state
Unknown,20814,42,F,MD,state
Unknown,29511,2,M,SC,state
City Of Springfield,29456,64,M,SC,municipal
Unknown,96768,24,F,HI,state
Unknown,29210,54,F,SC,state
Unknown,01462,67,M,MA,state
Unknown,34134,22,M,FL,state
Unknown,85750,62,M,AZ,state
City Of Springfield,23188,82,M,VA,municipal
Unknown,02180,12,M,MA,state
Unknown,29303,24,M,SC,state
Town Of Marblehead,33913,59,M,FL,municipal
Unknown,02703,5,M,MA,state
Unknown,29579,64,F,SC,state
Unknown,61911,63,M,IL,state
Unknown,19095,58,M,PA,state
Unknown,01540,33,F,MA,state
Unknown,28753,83,M,NC,state
Unknown,08108,4,M,NJ,state
City Of Lawrence,68418,59,M,NE,municipal
City Of Springfield,32136,46,F,FL,municipal
Unknown,28306,21,F,NC,state
Unknown,02050,63,M,MA,state
Unknown,02359,57,M,MA,state
Unknown,02359,57,M,MA,state
Unknown,34210,37,M,FL,state
Unknown,32963,23,M,FL,state
Town Of Framingham,29577,25,M,SC,municipal
City Of Lowell,85710,72,M,AZ,municipal
Unknown,42539,60,M,KY,state
Unknown,29576,54,F,SC,state
Unknown,91701,61,M,CA,state
Unknown,01420,53,F,MA,state
Unknown,29505,63,F,SC,state
Unknown,23831,58,M,VA,state
Unknown,29053,61,F,SC,state
City Of Springfield,01030,57,M,MA,municipal
Unknown,37144,8,M,TN,state
City Of Gloucester,03903,62,F,ME,municipal
Town Of Weston,77065,54,M,TX,municipal
Town Of Marblehead,32940,64,F,FL,municipal
Town Of North Andover,27615,81,F,NC,municipal
Unknown,27278,23,F,NC,state
Unknown,10461,69,M,NY,state
Unknown,33914,19,M,FL,state
Unknown,32118,58,M,FL,state
Unknown,38501,38,M,TN,state
Unknown,08550,61,F,NJ,state
Unknown,27549,64,F,NC,state
Unknown,37015,23,M,TN,state
City Of Haverhill,34957,90,M,FL,municipal
Unknown,85283,88,F,AZ,state
Unknown,32778,82,M,FL,state
Unknown,01475,61,M,MA,state
City Of Lawrence,34609,34,M,FL,municipal
Unknown,01720,22,F,MA,state
Unknown,34142,54,M,FL,state
Unknown,76248,63,M,TX,state
Unknown,34773,16,F,FL,state
Unknown,02346,54,M,MA,state
Unknown,12816,51,M,NY,state
Unknown,12017,59,F,NY,state
Unknown,34772,57,F,FL,state
Unknown,02359,46,F,MA,state
Unknown,02148,72,M,MA,state
Unknown,01960,24,M,MA,state
Unknown,22630,58,M,VA,state
Unknown,33914,50,F,FL,state
Unknown,37087,9,M,TN,state
Unknown,29829,63,M,SC,state
Unknown,32708,20,M,FL,state
Unknown,34714,61,F,FL,state
Unknown,32935,60,M,FL,state
Unknown,33483,55,F,FL,state
Unknown,34465,59,M,FL,state
Unknown,34481,58,M,FL,state
City Of Springfield,29579,53,M,SC,municipal
Unknown,33064,58,F,FL,state
Unknown,17257,36,F,PA,state
Unknown,33897,24,M,FL,state
Unknown,33897,24,M,FL,state
Unknown,32137,24,F,FL,state
Unknown,32311,33,F,FL,state
Unknown,92506,18,M,CA,state
Unknown,34287,61,M,FL,state
Unknown,34711,64,M,FL,state
Unknown,34476,18,M,FL,state
Unknown,02169,34,F,MA,state
Unknown,85142,18,F,AZ,state
Unknown,33304,71,M,FL,state
Unknown,30040,55,F,GA,state
Unknown,20850,55,M,MD,state
City Of Springfield,01030,58,F,MA,municipal
Unknown,02054,56,M,MA,state
Unknown,96768,22,F,HI,state
Unknown,01002,60,F,MA,state
Unknown,30088,63,F,GA,state
Unknown,34134,22,F,FL,state
Unknown,34120,63,F,FL,state
Unknown,34120,63,F,FL,state
Unknown,02532,21,F,MA,state
Unknown,78070,64,F,TX,state
Unknown,96815,44,F,HI,state
Unknown,46202,33,F,IN,state
Unknown,02649,63,M,MA,state
Town Of Brookline,02062,60,F,MA,municipal
Town Of Brookline,29466,61,M,SC,municipal
Unknown,10027,42,M,NY,state
Unknown,65201,69,F,MO,state
Unknown,01057,56,M,MA,state
Unknown,29212,64,F,SC,state
Unknown,01569,24,F,MA,state
City Of Lowell,33913,74,F,FL,municipal
Unknown,34669,59,F,FL,state
Unknown,49009,27,M,MI,state
Unknown,13132,91,F,NY,state
Unknown,02124,63,M,MA,state
City Of Somerville,28078,63,F,NC,municipal
Unknown,77583,55,F,TX,state
Unknown,01950,87,F,MA,state
City Of Haverhill,29526,55,F,SC,municipal
Unknown,32159,64,F,FL,state
Unknown,32159,64,F,FL,state
Unknown,32159,64,F,FL,state
City Of Springfield,01030,60,F,MA,municipal
City Of Springfield,01030,60,M,MA,municipal
Unknown,37221,62,F,TN,state
Unknown,42539,53,F,KY,state
Unknown,01106,60,M,MA,state
Unknown,77377,62,M,TX,state
Unknown,27948,63,M,NC,state
Unknown,33513,62,M,FL,state
Unknown,34232,64,M,FL,state
Unknown,11769,54,M,NY,state
Unknown,01863,60,M,MA,state
Unknown,81521,94,M,CO,state
Unknown,27524,62,F,NC,state
Unknown,34772,22,M,FL,state
Unknown,34212,53,F,FL,state
Unknown,29645,64,M,SC,state
Unknown,55419,15,F,MN,state
Unknown,34135,62,M,FL,state
Unknown,32958,64,M,FL,state
Unknown,32958,64,M,FL,state
Unknown,79119,56,M,TX,state
Unknown,04027,64,M,ME,state
Unknown,37174,66,F,TN,state
Unknown,75071,24,M,TX,state
City Of Gloucester,52228,63,F,IA,municipal
Unknown,34135,61,M,FL,state
Unknown,12051,42,F,NY,state
Unknown,11769,14,M,NY,state
Unknown,34208,13,M,FL,state
Unknown,94501,71,F,CA,state
City Of Springfield,32958,74,F,FL,municipal
Unknown,92683,22,F,CA,state
Unknown,34667,58,M,FL,state
Unknown,29928,17,F,SC,state
Unknown,28327,72,M,NC,state
Unknown,85045,70,M,AZ,state
Unknown,73170,47,M,OK,state
Unknown,92625,56,F,CA,state
Unknown,38501,38,F,TN,state
Unknown,34211,10,F,FL,state
Unknown,34484,10,M,FL,state
City Of Springfield,34474,71,F,FL,municipal
City Of Springfield,34114,64,F,FL,municipal
Unknown,33913,58,F,FL,state
City Of Somerville,33714,57,F,FL,municipal
Unknown,01450,74,F,MA,state
Unknown,03064,53,F,NH,state
Unknown,33570,64,F,FL,state
Unknown,33309,59,M,FL,state
Unknown,34608,23,M,FL,state
Unknown,92122,54,F,CA,state
Unknown,22308,53,F,VA,state
Unknown,12065,43,F,NY,state
Unknown,12533,86,F,NY,state
Unknown,34476,59,M,FL,state
Unknown,02740,61,M,MA,state
Unknown,33062,60,F,FL,state
Unknown,33062,60,F,FL,state
Unknown,29455,63,F,SC,state
Unknown,64055,21,M,MO,state
Unknown,30040,17,M,GA,state
Unknown,33486,56,F,FL,state
Unknown,01702,39,F,MA,state
Unknown,32909,56,F,FL,state
Unknown,34759,61,M,FL,state
Unknown,29585,53,F,SC,state
Unknown,18045,80,F,PA,state
City Of Springfield,33709,61,F,FL,municipal
Unknown,34639,56,M,FL,state
Unknown,33771,21,F,FL,state
Unknown,33441,64,F,FL,state
Unknown,34208,8,F,FL,state
Unknown,64155,6,F,MO,state
Unknown,75098,54,F,TX,state
Unknown,29909,63,M,SC,state
Unknown,49201,87,M,MI,state
Unknown,94303,78,F,CA,state
Unknown,34114,55,F,FL,state
Unknown,60517,66,M,IL,state
Unknown,22963,54,F,VA,state
Unknown,30519,23,M,GA,state
Unknown,19711,91,F,DE,state
Unknown,10023,45,F,NY,state
City Of Springfield,01151,51,F,MA,municipal
Town Of Swampscott,34120,62,M,FL,municipal
Unknown,33928,62,F,FL,state
Unknown,34473,59,F,FL,state
City Of Lowell,34951,64,M,FL,municipal
City Of Springfield,34473,64,F,FL,municipal
Unknown,34288,24,M,FL,state
Unknown,34698,55,F,FL,state
Unknown,30269,62,M,GA,state
Unknown,23168,47,F,VA,state
Unknown,34224,60,F,FL,state
Unknown,04027,58,F,ME,state
City Of Springfield,28216,51,F,NC,municipal
City Of Lawrence,34758,41,F,FL,municipal
Unknown,01453,55,F,MA,state
Town Of Marblehead,37075,89,F,TN,municipal
Unknown,34293,19,F,FL,state
Unknown,34293,19,F,FL,state
Unknown,85379,19,M,AZ,state
Unknown,34772,50,M,FL,state
Unknown,27244,63,F,NC,state
Unknown,64155,10,M,MO,state
Unknown,28374,17,F,NC,state
Unknown,02346,59,F,MA,state
Unknown,02745,20,F,MA,state
Unknown,34209,54,M,FL,state
Unknown,01002,35,F,MA,state
Unknown,89148,60,F,NV,state
Unknown,24502,57,F,VA,state
Town Of Brookline,85298,17,F,AZ,municipal
Unknown,29526,54,M,SC,state
Unknown,18929,55,F,PA,state
Unknown,28409,46,F,NC,state
Unknown,28516,71,F,NC,state
Unknown,02482,63,F,MA,state
Unknown,33759,70,M,FL,state
Unknown,01830,62,M,MA,state
Unknown,32168,52,F,FL,state
Unknown,32766,53,F,FL,state
Unknown,29209,24,M,SC,state
Unknown,33904,59,F,FL,state
Town Of Easton,33928,83,M,FL,municipal
Unknown,27253,64,M,NC,state
Unknown,01027,62,M,MA,state
Unknown,14221,25,F,NY,state
Unknown,32940,62,M,FL,state
Unknown,27376,61,F,NC,state
Unknown,29526,60,M,SC,state
Unknown,34769,59,F,FL,state
City Of Springfield,34983,20,F,FL,municipal
Unknown,34238,21,M,FL,state
Unknown,75009,7,M,TX,state
Unknown,29690,55,F,SC,state
City Of Springfield,34287,15,F,FL,municipal
Unknown,32832,66,M,FL,state
Unknown,22902,34,M,VA,state
Unknown,34432,64,F,FL,state
Unknown,34442,61,M,FL,state
Unknown,29579,55,M,SC,state
City Of Springfield,34119,64,M,FL,municipal
Unknown,34135,55,F,FL,state
Unknown,28374,56,M,NC,state
Unknown,02072,55,F,MA,state
Unknown,29071,54,F,SC,state
Unknown,20007,96,F,DC,state
Unknown,34442,61,F,FL,state
Unknown,33907,64,M,FL,state
Unknown,24473,62,F,VA,state
City Of Springfield,34221,64,F,FL,municipal
Unknown,34242,64,F,FL,state
Unknown,83813,60,F,ID,state
Unknown,34208,42,F,FL,state
Unknown,76132,53,F,TX,state
Unknown,33426,63,M,FL,state
Unknown,60712,2,F,IL,state
Unknown,20147,43,F,VA,state
Unknown,32766,51,F,FL,state
Unknown,24201,61,F,VA,state
Unknown,18929,74,F,PA,state
Unknown,34655,80,F,FL,state
Unknown,34113,68,M,FL,state
Unknown,50309,25,F,IA,state
City Of Haverhill,66030,56,F,KS,municipal
Unknown,33041,73,M,FL,state
Town Of Swampscott,01907,61,F,MA,municipal
Unknown,90803,69,F,CA,state
Unknown,33974,64,F,FL,state
Unknown,22963,32,F,VA,state
Unknown,92103,80,M,CA,state
Unknown,02048,64,M,MA,state
Unknown,34110,72,F,FL,state
Unknown,33540,56,F,FL,state
Unknown,33062,25,F,FL,state
Unknown,33062,25,F,FL,state
Unknown,33579,63,F,FL,state
Unknown,27596,14,F,NC,state
Unknown,80302,22,F,CO,state
Unknown,33966,58,F,FL,state
Unknown,12065,20,M,NY,state
Unknown,33444,63,F,FL,state
Unknown,32164,58,F,FL,state
Unknown,32164,58,F,FL,state
Unknown,02138,35,F,MA,state
Unknown,31404,63,F,GA,state
Unknown,12534,20,M,NY,state
Unknown,94303,88,M,CA,state
City Of Springfield,01028,60,F,MA,municipal
Unknown,33825,58,M,FL,state
Unknown,33763,25,F,FL,state
Unknown,10708,55,F,NY,state
Unknown,89130,54,F,NV,state
Unknown,29707,55,F,SC,state
Unknown,23236,82,F,VA,state
Unknown,32869,61,F,FL,state
Unknown,02762,38,F,MA,state
Unknown,12060,59,F,NY,state
Unknown,77302,59,F,TX,state
Town Of Brookline,02474,64,F,MA,municipal
Unknown,22963,72,M,VA,state
Unknown,01532,56,F,MA,state
Unknown,30017,58,F,GA,state
Unknown,01056,58,F,MA,state
Unknown,02026,25,F,MA,state
Unknown,01002,47,F,MA,state
Unknown,29909,58,F,SC,state
Unknown,34293,54,M,FL,state
Unknown,29582,51,F,SC,state
Unknown,34606,70,M,FL,state
