municipality,zip_code,age,gender,state,municipality_type
Unknown,03103,49,M,NH,state
Unknown,34292,54,F,FL,state
Unknown,32966,70,M,FL,state
Unknown,77465,60,F,TX,state
Unknown,32065,61,F,FL,state
Unknown,32940,24,M,FL,state
Unknown,33774,78,M,FL,state
Town Of Swampscott,01907,25,M,MA,municipal
Unknown,47368,57,F,IN,state
Unknown,33905,54,F,FL,state
Unknown,02719,62,M,MA,state
Town Of Framingham,24551,86,F,VA,municipal
Unknown,32958,61,F,FL,state
Unknown,32958,61,F,FL,state
Unknown,32168,56,M,FL,state
City Of Springfield,22310,81,F,VA,municipal
Unknown,28031,54,M,NC,state
Unknown,37716,58,M,TN,state
Unknown,33955,23,F,FL,state
Unknown,30252,55,M,GA,state
City Of Somerville,77469,57,M,TX,municipal
Unknown,33444,57,F,FL,state
Unknown,75098,17,M,TX,state
Unknown,34243,66,M,FL,state
Unknown,34211,60,F,FL,state
Unknown,34275,64,M,FL,state
Unknown,32119,25,F,FL,state
Unknown,12017,23,M,NY,state
City Of Lowell,32712,25,F,FL,municipal
City Of Somerville,34285,75,F,FL,municipal
City Of Somerville,33823,77,F,FL,municipal
Unknown,57769,86,M,SD,state
Unknown,21046,84,M,MD,state
Town Of Arlington,41095,58,F,KY,municipal
Unknown,43537,49,M,OH,state
Unknown,32967,64,M,FL,state
Unknown,02343,13,M,MA,state
Unknown,75126,3,M,TX,state
Unknown,02346,25,F,MA,state
Unknown,85340,56,M,AZ,state
Unknown,83813,60,M,ID,state
Unknown,86305,57,F,AZ,state
Unknown,34224,65,F,FL,state
Unknown,32195,64,F,FL,state
City Of Springfield,11207,62,F,NY,municipal
Unknown,80218,64,M,CO,state
Unknown,30114,17,F,GA,state
Unknown,34759,54,F,FL,state
Unknown,90631,51,F,CA,state
Town Of Brookline,85298,45,F,AZ,municipal
Unknown,32124,61,F,FL,state
Unknown,40517,12,F,KY,state
Unknown,33897,56,M,FL,state
Unknown,33936,63,F,FL,state
Unknown,27517,45,F,NC,state
Unknown,32127,62,F,FL,state
Unknown,02359,16,M,MA,state
Unknown,77025,31,F,TX,state
Town Of Brookline,29466,54,F,SC,municipal
Unknown,59425,47,M,MT,state
Unknown,34281,85,M,FL,state
Unknown,80620,27,M,CO,state
Unknown,85351,61,M,AZ,state
Unknown,33993,24,M,FL,state
Unknown,28289,22,M,NC,state
Unknown,01906,49,F,MA,state
Unknown,48706,59,F,MI,state
Unknown,33947,64,M,FL,state
Unknown,33947,64,M,FL,state
Unknown,28560,77,M,NC,state
Unknown,32084,63,F,FL,state
Unknown,21666,43,F,MD,state
Unknown,02375,59,F,MA,state
Unknown,89128,59,F,NV,state
Unknown,01607,67,M,MA,state
Unknown,32163,59,M,FL,state
Unknown,33180,55,F,FL,state
Unknown,33312,93,F,FL,state
Unknown,29576,59,M,SC,state
Unknown,33458,6,F,FL,state
Unknown,32224,56,M,FL,state
Unknown,32080,50,F,FL,state
Unknown,75202,46,M,TX,state
Unknown,33064,72,M,FL,state
City Of Springfield,33701,64,M,FL,municipal
Unknown,34293,60,F,FL,state
Unknown,34293,60,F,FL,state
Unknown,30260,84,F,GA,state
Unknown,28443,60,M,NC,state
Unknown,12018,81,M,NY,state
Unknown,18343,61,F,PA,state
Unknown,29072,35,F,SC,state
City Of Springfield,33914,53,F,FL,municipal
Unknown,02066,61,F,MA,state
Unknown,33955,55,F,FL,state
Unknown,12017,21,M,NY,state
Unknown,38463,64,F,TN,state
Unknown,70130,56,M,LA,state
Unknown,12017,55,F,NY,state
Town Of Millis,28645,77,F,NC,municipal
City Of Springfield,28443,21,M,NC,municipal
Unknown,30349,61,F,GA,state
Unknown,75126,32,M,TX,state
Unknown,20005,60,F,DC,state
Unknown,32836,19,F,FL,state
Unknown,23059,70,F,VA,state
Unknown,20169,62,F,VA,state
Unknown,22101,37,M,VA,state
Unknown,28443,60,F,NC,state
Unknown,08062,65,F,NJ,state
Unknown,12186,32,F,NY,state
Unknown,34744,62,F,FL,state
Unknown,34231,58,F,FL,state
Unknown,29707,62,F,SC,state
City Of Springfield,27284,58,M,NC,municipal
Unknown,27603,74,F,NC,state
Unknown,34293,72,M,FL,state
Unknown,90713,62,M,CA,state
Unknown,85213,52,F,AZ,state
Unknown,19702,49,F,DE,state
Town Of Bedford,23838,60,F,VA,municipal
Unknown,02893,16,F,RI,state
Unknown,12832,54,M,NY,state
Town Of Framingham,33410,74,F,FL,municipal
Unknown,75773,62,F,TX,state
City Of Lowell,80005,61,F,CO,municipal
Unknown,33903,64,F,FL,state
Unknown,34606,46,F,FL,state
City Of Springfield,34758,62,F,FL,municipal
Unknown,29588,54,F,SC,state
Unknown,29588,54,F,SC,state
Unknown,33325,60,M,FL,state
Town Of Weymouth,34229,24,F,FL,municipal
Unknown,12144,31,F,NY,state
Unknown,34698,53,M,FL,state
Town Of Framingham,01752,57,F,MA,municipal
Unknown,32003,41,F,FL,state
Unknown,12017,58,M,NY,state
Unknown,32137,63,F,FL,state
Unknown,32137,63,F,FL,state
Unknown,01510,87,M,MA,state
Unknown,90713,27,M,CA,state
Unknown,32952,69,M,FL,state
Unknown,29572,58,M,SC,state
City Of Springfield,34287,43,F,FL,municipal
Town Of Swampscott,01907,64,M,MA,municipal
Unknown,33991,56,F,FL,state
Unknown,02715,24,F,MA,state
Unknown,33483,47,F,FL,state
Unknown,32738,63,M,FL,state
Unknown,95608,20,M,CA,state
Unknown,95608,20,M,CA,state
Unknown,33914,13,F,FL,state
Unknown,29579,64,M,SC,state
Unknown,29579,64,M,SC,state
Unknown,91335,38,F,CA,state
City Of Springfield,29579,23,F,SC,municipal
Unknown,92625,57,M,CA,state
Unknown,60654,5,F,IL,state
Unknown,77868,55,F,TX,state
Town Of Groveland,33947,62,M,FL,municipal
Town Of Wakefield,37327,63,F,TN,municipal
Unknown,33953,59,M,FL,state
Unknown,34119,79,M,FL,state
Unknown,32168,18,M,FL,state
Unknown,34286,54,M,FL,state
Unknown,32907,62,F,FL,state
Unknown,45371,76,M,OH,state
Town Of Framingham,01752,60,M,MA,municipal
Unknown,60462,7,M,IL,state
Unknown,32164,64,M,FL,state
Unknown,33334,58,M,FL,state
Unknown,12834,56,F,NY,state
Unknown,34235,64,M,FL,state
Unknown,02035,74,M,MA,state
City Of Springfield,32837,59,F,FL,municipal
Unknown,68069,17,F,NE,state
Unknown,34119,60,F,FL,state
Unknown,81323,64,F,CO,state
Unknown,95382,62,M,CA,state
City Of Springfield,34287,46,M,FL,municipal
Unknown,11777,56,F,NY,state
Town Of Lexington,02451,63,F,MA,municipal
Unknown,32708,63,F,FL,state
City Of Lawrence,01844,61,M,MA,municipal
Unknown,01835,61,M,MA,state
Unknown,08550,62,M,NJ,state
Unknown,34476,52,F,FL,state
Unknown,34744,60,F,FL,state
Unknown,33837,61,F,FL,state
Unknown,10035,0,F,NY,state
Unknown,12168,62,M,NY,state
Unknown,34223,62,F,FL,state
Unknown,34223,62,F,FL,state
Town Of Framingham,29926,62,F,SC,municipal
Unknown,29486,42,F,SC,state
Unknown,72751,64,F,AR,state
Unknown,28371,10,F,NC,state
Unknown,32176,64,F,FL,state
Unknown,29464,59,F,SC,state
Unknown,29588,64,F,SC,state
Unknown,29588,64,F,SC,state
Unknown,29588,64,F,SC,state
Unknown,33433,16,M,FL,state
Unknown,48167,70,F,MI,state
Unknown,32503,60,M,FL,state
Unknown,33764,59,F,FL,state
Unknown,23320,59,F,VA,state
Unknown,02780,60,M,MA,state
Unknown,33966,47,F,FL,state
Unknown,03865,56,M,NH,state
Unknown,33810,20,F,FL,state
City Of Springfield,01028,31,M,MA,municipal
Unknown,34788,60,F,FL,state
Unknown,34788,60,F,FL,state
City Of Springfield,93023,64,F,CA,municipal
Unknown,28110,63,F,NC,state
Unknown,28467,62,M,NC,state
Unknown,90020,78,F,CA,state
Unknown,34741,55,F,FL,state
Unknown,30363,23,M,GA,state
Unknown,27282,59,M,NC,state
Unknown,01906,15,M,MA,state
Town Of Brookline,99155,72,F,WA,municipal
Unknown,85390,22,M,AZ,state
Unknown,02745,64,F,MA,state
City Of Springfield,32967,64,F,FL,municipal
Unknown,29909,57,F,SC,state
Unknown,01085,59,F,MA,state
Unknown,01085,59,F,MA,state
Unknown,33139,57,M,FL,state
Unknown,12019,87,M,NY,state
Unknown,33948,20,F,FL,state
Unknown,33613,63,F,FL,state
Unknown,12866,25,M,NY,state
Town Of Framingham,28650,64,M,NC,municipal
Unknown,27376,61,M,NC,state
Unknown,34769,64,F,FL,state
Unknown,33711,12,F,FL,state
Unknown,15202,64,M,PA,state
Unknown,02359,48,M,MA,state
Unknown,34292,74,M,FL,state
City Of Lowell,22314,64,M,VA,municipal
Unknown,32780,86,M,FL,state
Unknown,34221,61,M,FL,state
City Of Lawrence,34744,55,F,FL,municipal
Unknown,92109,67,M,CA,state
Unknown,02130,56,F,MA,state
Unknown,01035,62,M,MA,state
Unknown,55419,17,M,MN,state
Unknown,34224,77,M,FL,state
Unknown,31005,52,M,GA,state
Unknown,27889,57,F,NC,state
Unknown,33706,60,M,FL,state
Unknown,34476,43,F,FL,state
Unknown,97703,55,F,OR,state
Unknown,32164,80,M,FL,state
Unknown,33825,61,F,FL,state
Unknown,80634,58,M,CO,state
Unknown,32935,13,F,FL,state
City Of Springfield,32778,62,M,FL,municipal
Unknown,02359,23,F,MA,state
Unknown,02359,23,F,MA,state
Unknown,32308,78,M,FL,state
Unknown,63026,49,F,MO,state
Unknown,65203,11,F,MO,state
City Of Lawrence,33030,63,F,FL,municipal
Unknown,33905,58,M,FL,state
Unknown,89130,16,M,NV,state
City Of Springfield,34986,51,M,FL,municipal
Unknown,34102,77,F,FL,state
Unknown,11221,39,M,NY,state
Unknown,60056,59,M,IL,state
Unknown,15232,36,M,PA,state
Unknown,33477,67,M,FL,state
Unknown,34773,20,F,FL,state
Unknown,12029,67,F,NY,state
City Of Springfield,01077,62,F,MA,municipal
Unknown,92506,20,F,CA,state
Unknown,02719,60,M,MA,state
Town Of Norwood,02703,64,F,MA,municipal
Town Of Swampscott,34120,52,F,FL,municipal
Unknown,10025,53,F,NY,state
Unknown,33936,87,F,FL,state
Unknown,33952,58,F,FL,state
Unknown,33707,64,M,FL,state
Unknown,33948,24,F,FL,state
Unknown,34613,80,F,FL,state
Unknown,30016,77,F,GA,state
Unknown,28289,10,F,NC,state
City Of Gloucester,23188,74,F,VA,municipal
Unknown,34668,79,F,FL,state
Unknown,33837,61,M,FL,state
Unknown,89166,51,F,NV,state
Unknown,82435,61,M,WY,state
Unknown,32174,55,F,FL,state
Unknown,80220,31,M,CO,state
Unknown,10463,35,M,NY,state
Unknown,92536,25,M,CA,state
Unknown,33908,55,F,FL,state
Unknown,12474,68,M,NY,state
Unknown,15632,48,M,PA,state
Unknown,33598,63,M,FL,state
Unknown,75009,64,M,TX,state
Unknown,02184,49,M,MA,state
Unknown,59808,70,M,MT,state
Unknown,29576,63,F,SC,state
City Of Gloucester,33917,60,F,FL,municipal
Unknown,28562,51,M,NC,state
Unknown,86406,63,M,AZ,state
Unknown,32163,63,M,FL,state
City Of Lowell,44601,67,M,OH,municipal
Unknown,28451,64,M,NC,state
Unknown,32735,60,M,FL,state
Unknown,28409,61,M,NC,state
Town Of Randolph,33913,76,F,FL,municipal
Unknown,02360,51,M,MA,state
Unknown,02360,51,M,MA,state
Unknown,34758,61,M,FL,state
Unknown,28387,78,M,NC,state
Unknown,28338,64,M,NC,state
Unknown,94519,62,F,CA,state
Unknown,33955,24,M,FL,state
Unknown,34957,18,M,FL,state
Unknown,10002,30,F,NY,state
Unknown,33488,59,F,FL,state
Unknown,34744,61,F,FL,state
Unknown,32176,56,F,FL,state
Unknown,12123,40,M,NY,state
Unknown,01085,58,M,MA,state
Unknown,32958,54,M,FL,state
Unknown,34476,15,F,FL,state
Unknown,78114,61,F,TX,state
Unknown,34210,63,M,FL,state
Unknown,78382,60,M,TX,state
Unknown,11201,64,F,NY,state
Unknown,33852,60,F,FL,state
Unknown,19951,63,F,DE,state
Town Of North Andover,01845,56,F,MA,municipal
Unknown,33813,17,F,FL,state
Unknown,33813,17,F,FL,state
Unknown,29303,21,M,SC,state
Unknown,61911,61,F,IL,state
Unknown,20850,55,F,MD,state
Unknown,33914,53,F,FL,state
Unknown,32082,25,F,FL,state
Unknown,34772,17,F,FL,state
Unknown,33487,22,F,FL,state
Unknown,98422,61,F,WA,state
Unknown,33908,64,F,FL,state
Unknown,22408,63,F,VA,state
Unknown,32114,63,F,FL,state
Unknown,28306,64,M,NC,state
City Of Springfield,01119,61,M,MA,municipal
Unknown,32043,63,F,FL,state
Unknown,33711,52,F,FL,state
Unknown,85142,21,M,AZ,state
Unknown,33069,63,M,FL,state
Unknown,33547,63,F,FL,state
Unknown,12018,63,M,NY,state
City Of Lawrence,33774,76,F,FL,municipal
Unknown,33764,57,M,FL,state
Town Of Middleborough,32132,64,M,FL,municipal
City Of Lawrence,00769,64,M,PR,municipal
Unknown,32114,63,M,FL,state
Unknown,29576,71,M,SC,state
Unknown,32408,60,M,FL,state
Unknown,02726,24,F,MA,state
Unknown,02720,64,F,MA,state
Unknown,64093,25,M,MO,state
Unknown,32163,74,F,FL,state
Unknown,33446,81,M,FL,state
Unknown,23323,63,F,VA,state
Unknown,28211,38,F,NC,state
Unknown,33914,60,M,FL,state
Unknown,33914,53,M,FL,state
Unknown,34286,59,F,FL,state
Unknown,33993,22,F,FL,state
Unknown,37934,22,M,TN,state
Unknown,37918,54,F,TN,state
Unknown,30066,62,F,GA,state
Unknown,30809,58,F,GA,state
Unknown,32095,17,F,FL,state
Unknown,34209,63,M,FL,state
Unknown,12487,61,M,NY,state
Unknown,01464,59,M,MA,state
Unknown,33884,61,F,FL,state
City Of Gloucester,29588,60,F,SC,municipal
Unknown,08840,37,M,NJ,state
Unknown,02740,60,M,MA,state
Unknown,32162,84,F,FL,state
Unknown,37087,19,F,TN,state
Unknown,29566,58,F,SC,state
Unknown,29566,58,F,SC,state
Unknown,10033,63,M,NY,state
City Of Lowell,01886,56,F,MA,municipal
Unknown,33455,83,M,FL,state
Unknown,01569,61,M,MA,state
City Of Salem,85715,77,F,AZ,municipal
Unknown,06029,61,F,CT,state
Unknown,28562,18,M,NC,state
City Of Lowell,33030,52,F,FL,municipal
City Of Lowell,01824,60,F,MA,municipal
Unknown,33756,64,M,FL,state
City Of Springfield,34229,59,F,FL,municipal
Unknown,33472,61,F,FL,state
Unknown,32958,59,F,FL,state
City Of Springfield,34711,63,F,FL,municipal
Unknown,71303,85,F,LA,state
Unknown,34142,64,F,FL,state
Unknown,23060,80,M,VA,state
Unknown,01801,68,F,MA,state
Unknown,33709,61,F,FL,state
Unknown,86401,53,F,AZ,state
City Of Lawrence,33143,73,M,FL,municipal
Unknown,32937,69,F,FL,state
City Of Springfield,33040,60,F,FL,municipal
Unknown,29569,63,M,SC,state
Town Of Wakefield,34292,61,M,FL,municipal
Unknown,33062,67,F,FL,state
Unknown,33763,64,M,FL,state
Unknown,28712,25,F,NC,state
Unknown,02466,59,M,MA,state
Unknown,33884,62,M,FL,state
Unknown,48439,42,M,MI,state
City Of Springfield,28216,52,M,NC,municipal
Town Of Lexington,01730,64,F,MA,municipal
Town Of Lexington,01730,64,F,MA,municipal
Unknown,11231,42,M,NY,state
Unknown,02184,55,M,MA,state
Unknown,28732,69,M,NC,state
Unknown,77025,31,M,TX,state
Town Of Weymouth,60657,62,M,IL,municipal
Unknown,28450,65,F,NC,state
Unknown,29928,19,M,SC,state
Unknown,29440,60,F,SC,state
Unknown,77025,6,M,TX,state
Unknown,33907,61,F,FL,state
Unknown,34293,64,M,FL,state
Unknown,34293,64,M,FL,state
Unknown,02186,63,M,MA,state
Unknown,12474,23,M,NY,state
Unknown,92131,45,F,CA,state
Unknown,32163,61,F,FL,state
Unknown,32159,63,M,FL,state
Unknown,32162,60,M,FL,state
Unknown,32162,60,M,FL,state
Unknown,33066,25,M,FL,state
Unknown,32164,67,F,FL,state
Unknown,32738,61,F,FL,state
Unknown,33991,57,F,FL,state
Unknown,70783,57,M,LA,state
Unknown,89011,58,F,NV,state
Unknown,18812,54,F,PA,state
Unknown,57783,59,M,SD,state
Unknown,48124,59,F,MI,state
Unknown,84092,63,F,UT,state
Unknown,01108,9,F,MA,state
Unknown,32095,54,M,FL,state
Unknown,92311,66,F,CA,state
Unknown,99502,21,F,AK,state
Unknown,02026,55,F,MA,state
Unknown,12090,15,F,NY,state
City Of Gloucester,34759,61,M,FL,municipal
City Of Medford,33703,77,F,FL,municipal
Unknown,37122,55,F,TN,state
Unknown,02474,60,F,MA,state
Unknown,12529,61,F,NY,state
Unknown,27405,64,M,NC,state
Town Of Brookline,33947,59,F,FL,municipal
Unknown,32163,57,M,FL,state
Unknown,33472,73,M,FL,state
Unknown,78717,27,F,TX,state
Pentucket Regional School Dist,85749,64,F,AZ,municipal
Unknown,32958,62,F,FL,state
Unknown,92122,11,M,CA,state
Town Of Framingham,01702,64,M,MA,municipal
Unknown,60540,72,M,IL,state
Unknown,02139,31,F,MA,state
Unknown,01453,19,F,MA,state
City Of Springfield,28314,47,F,NC,municipal
Unknown,29566,65,F,SC,state
Unknown,29566,64,F,SC,state
Unknown,33410,62,F,FL,state
Unknown,34684,19,F,FL,state
Unknown,34684,19,F,FL,state
Unknown,00773,72,M,PR,state
Unknown,34997,59,M,FL,state
Unknown,43068,37,F,OH,state
Unknown,33908,56,F,FL,state
Unknown,89166,58,M,NV,state
Unknown,29576,71,F,SC,state
Town Of Norwood,34275,59,M,FL,municipal
Unknown,29585,60,F,SC,state
Unknown,01002,20,F,MA,state
Unknown,02474,61,F,MA,state
Unknown,01913,80,F,MA,state
Unknown,33436,59,F,FL,state
Unknown,10025,64,F,NY,state
Unknown,10025,64,F,NY,state
Town Of Wakefield,12849,60,F,NY,municipal
Unknown,34952,58,M,FL,state
Unknown,33027,64,F,FL,state
Unknown,32176,53,F,FL,state
Town Of Millis,02038,60,F,MA,municipal
Unknown,34953,79,F,FL,state
Unknown,28443,21,M,NC,state
Town Of Easton,29803,71,M,SC,municipal
Unknown,29566,42,F,SC,state
Unknown,33909,58,M,FL,state
Unknown,32766,13,F,FL,state
Unknown,30909,61,M,GA,state
Unknown,34488,22,M,FL,state
Unknown,03865,23,M,NH,state
Unknown,28746,62,M,NC,state
Unknown,32164,24,F,FL,state
Unknown,92536,57,M,CA,state
Unknown,02719,62,F,MA,state
Unknown,02719,62,F,MA,state
Unknown,20646,34,M,MD,state
Unknown,34114,69,M,FL,state
Unknown,34491,24,M,FL,state
Town Of Middleborough,28445,63,F,NC,municipal
City Of Gloucester,34759,63,F,FL,municipal
Unknown,12065,7,M,NY,state
Unknown,02360,60,F,MA,state
Unknown,34452,73,M,FL,state
Unknown,29511,64,F,SC,state
Unknown,75202,10,F,TX,state
Unknown,29576,6,M,SC,state
Unknown,84117,54,F,UT,state
Unknown,77382,64,M,TX,state
Unknown,92128,71,M,CA,state
Unknown,34287,62,M,FL,state
Unknown,34275,55,M,FL,state
Unknown,94705,23,M,CA,state
Unknown,32796,13,F,FL,state
Unknown,17855,63,M,PA,state
Unknown,75062,62,M,TX,state
Unknown,08057,33,F,NJ,state
Unknown,29576,60,F,SC,state
Unknown,75414,62,F,TX,state
Unknown,29910,57,F,SC,state
Unknown,75071,53,F,TX,state
Unknown,34275,44,F,FL,state
Unknown,98029,63,F,WA,state
City Of Lawrence,33004,58,M,FL,municipal
Town Of Weymouth,34289,25,F,FL,municipal
Unknown,12090,20,M,NY,state
Unknown,32606,63,M,FL,state
Unknown,02132,61,F,MA,state
Unknown,29568,55,F,SC,state
Unknown,30041,50,F,GA,state
Town Of Framingham,85658,61,F,AZ,municipal
Unknown,34287,62,F,FL,state
Unknown,33446,79,F,FL,state
Unknown,01886,56,M,MA,state
Unknown,29710,53,M,SC,state
Unknown,02649,27,F,MA,state
Unknown,32311,62,F,FL,state
Unknown,33334,64,M,FL,state
Unknown,34212,22,F,FL,state
Unknown,27614,68,F,NC,state
Unknown,24473,62,M,VA,state
Town Of Lexington,28518,63,M,NC,municipal
Unknown,33990,58,M,FL,state
Unknown,29210,56,M,SC,state
Unknown,32137,60,F,FL,state
Unknown,12205,36,M,NY,state
Unknown,12205,36,M,NY,state
Unknown,12144,2,F,NY,state
Unknown,34773,22,M,FL,state
Unknown,33062,65,M,FL,state
Unknown,02346,56,M,MA,state
Unknown,33445,68,F,FL,state
Unknown,33445,68,F,FL,state
Unknown,02148,64,F,MA,state
Town Of Weston,80517,61,F,CO,municipal
Unknown,01702,7,F,MA,state
Unknown,33913,61,M,FL,state
Unknown,27371,56,M,NC,state
Town Of Arlington,10512,62,M,NY,municipal
City Of Lowell,01886,24,M,MA,municipal
Unknown,27591,63,F,NC,state
Unknown,33186,78,M,FL,state
Unknown,28277,69,F,NC,state
Unknown,32117,58,M,FL,state
Unknown,34654,60,F,FL,state
City Of Springfield,34608,20,M,FL,municipal
Unknown,35014,51,F,AL,state
Unknown,32137,58,F,FL,state
Unknown,01075,63,F,MA,state
Unknown,32958,52,F,FL,state
Unknown,32003,9,M,FL,state
Pentucket Regional School Dist,29803,64,F,SC,municipal
Unknown,34205,57,M,FL,state
Unknown,32159,58,M,FL,state
Unknown,10010,59,F,NY,state
Unknown,60137,56,F,IL,state
Unknown,30014,40,F,GA,state
Unknown,44052,59,F,OH,state
Unknown,12521,45,F,NY,state
Unknown,13045,29,F,NY,state
City Of Lawrence,28467,51,F,NC,municipal
Unknown,32413,54,F,FL,state
Unknown,34787,54,M,FL,state
Unknown,28468,64,F,NC,state
Unknown,32164,20,F,FL,state
Unknown,32164,20,F,FL,state
Unknown,32164,20,F,FL,state
Unknown,97128,61,F,OR,state
Unknown,33813,51,F,FL,state
Unknown,75048,65,F,TX,state
Unknown,34788,57,M,FL,state
Unknown,34683,58,M,FL,state
Unknown,03103,49,F,NH,state
Unknown,30269,57,F,GA,state
Unknown,34952,86,F,FL,state
Unknown,29644,62,F,SC,state
Unknown,12529,16,M,NY,state
Unknown,33772,63,F,FL,state
Unknown,33598,64,F,FL,state
Unknown,02536,63,F,MA,state
Unknown,32119,55,F,FL,state
Unknown,33774,57,M,FL,state
Unknown,38571,65,F,TN,state
Unknown,34953,85,F,FL,state
Unknown,33904,54,F,FL,state
Unknown,29577,57,M,SC,state
Unknown,29544,21,F,SC,state
Unknown,85715,60,F,AZ,state
Unknown,02130,29,M,MA,state
Unknown,34238,57,F,FL,state
Unknown,32304,24,F,FL,state
Unknown,32127,64,F,FL,state
Unknown,36804,64,F,AL,state
Unknown,22735,64,F,VA,state
Unknown,34465,56,F,FL,state
City Of Lawrence,13021,59,F,NY,municipal
Unknown,32935,70,F,FL,state
Unknown,96737,53,F,HI,state
City Of Lawrence,95624,67,F,CA,municipal
City Of Lowell,33030,18,M,FL,municipal
Town Of Brookline,85331,64,F,AZ,municipal
Unknown,28371,38,M,NC,state
Unknown,10459,31,F,NY,state
Unknown,34609,64,F,FL,state
Unknown,34609,64,F,FL,state
Unknown,28470,25,F,NC,state
Unknown,34957,73,F,FL,state
Unknown,33313,56,F,FL,state
Unknown,33764,23,M,FL,state
Unknown,36804,64,M,AL,state
Unknown,99502,60,F,AK,state
Unknown,34698,60,F,FL,state
Unknown,32164,58,M,FL,state
Unknown,33513,61,M,FL,state
Unknown,28306,61,F,NC,state
Unknown,64093,24,M,MO,state
Unknown,28562,50,F,NC,state
Unknown,32696,65,M,FL,state
Unknown,34221,14,M,FL,state
Unknown,01562,61,F,MA,state
Unknown,94705,58,F,CA,state
Unknown,32958,55,M,FL,state
Town Of Arlington,33062,56,M,FL,municipal
Town Of Lexington,34239,82,F,FL,municipal
Unknown,32163,62,F,FL,state
Unknown,32904,64,F,FL,state
Unknown,48322,3,F,MI,state
Unknown,07023,49,M,NJ,state
Town Of Arlington,96815,79,F,HI,municipal
Unknown,43537,21,M,OH,state
Unknown,28906,62,F,NC,state
Unknown,20850,64,F,MD,state
Town Of Brookline,32404,27,M,FL,municipal
Unknown,29909,63,F,SC,state
Unknown,29909,63,F,SC,state
Unknown,32835,61,F,FL,state
Unknown,34293,61,F,FL,state
Unknown,01843,62,F,MA,state
Unknown,46062,24,M,IN,state
Unknown,89101,62,F,NV,state
Unknown,29526,59,F,SC,state
Unknown,22630,22,F,VA,state
Unknown,02745,14,F,MA,state
Unknown,33484,64,M,FL,state
Unknown,32696,64,F,FL,state
Unknown,28677,78,F,NC,state
Unknown,12125,23,F,NY,state
Unknown,20646,33,F,MD,state
Unknown,75165,7,F,TX,state
Unknown,34293,23,F,FL,state
Unknown,33990,57,M,FL,state
Unknown,33990,57,M,FL,state
Town Of East Bridgewater,34606,79,F,FL,municipal
Unknown,28371,36,F,NC,state
Unknown,33446,22,M,FL,state
Unknown,01420,53,M,MA,state
Unknown,32413,61,F,FL,state
Unknown,34142,63,F,FL,state
Unknown,59808,58,F,MT,state
City Of Salem,28412,58,M,NC,municipal
Unknown,34223,62,M,FL,state
Unknown,65109,57,F,MO,state
Unknown,32176,58,M,FL,state
Unknown,85131,64,F,AZ,state
Unknown,28443,23,M,NC,state
Town Of Wakefield,12849,62,M,NY,municipal
Unknown,19460,70,M,PA,state
Unknown,12017,52,M,NY,state
Unknown,32935,73,M,FL,state
Unknown,34275,21,M,FL,state
Unknown,32162,25,F,FL,state
Unknown,18980,69,M,PA,state
Unknown,29909,62,M,SC,state
Unknown,29526,51,F,SC,state
Unknown,32163,61,M,FL,state
Unknown,32163,61,M,FL,state
Unknown,27253,60,F,NC,state
City Of Springfield,30065,84,F,GA,municipal
City Of Somerville,80129,76,F,CO,municipal
Unknown,32726,63,F,FL,state
Unknown,11205,64,F,NY,state
Unknown,57785,55,F,SD,state
Unknown,96737,64,M,HI,state
Unknown,29154,55,F,SC,state
Unknown,29466,18,M,SC,state
Unknown,45406,67,F,OH,state
Unknown,29681,74,F,SC,state
Unknown,29576,53,M,SC,state
Unknown,65203,16,F,MO,state
